"Block";"Column";"Row";"Name";"ID";"F635 Median"
1;24;1;"gi|20149499|ref|NM_000190.2||gi|20149499|ref|NM_000190.2||+|936|1536_121_d_15_0";"vh041833";218
1;25;1;"gi|37704380|ref|NM_004048.2||gi|37704380|ref|NM_004048.2||+|387|987_13_d_15_0";"vh041845";2422
1;26;1;"174939997|OCRL|NM_000276.2|EXON19|NT_011663.6_32";"vh041929";108
1;27;1;"174981951|HMGCR|NM_000859.1|EXON16|NT_025715.2_86";"vh041941";154
1;28;1;"174929840|ANXA7|NM_001156.2|4|5|NT_024037.6";"vh042025";272
1;29;1;"174940005|OCRL|NM_001587.2|8|9|NT_011663.6";"vh042037";114
1;30;1;"gi|5016088|ref|NM_001101.2||gi|5016088|ref|NM_001101.2||+|1193|1793_228";"vh042121";13832
1;1;2;"gi|5016088|ref|NM_001101.2||gi|5016088|ref|NM_001101.2||+|1193|1793_228";"vh042133";2772
1;2;2;"175013200|PTPRC|NM_002838.1|3|4|NT_004680.6";"vh042217";561
1;3;2;"175014849|RB1|NM_000321.1|26|27|NT_009799.6";"vh042229";191
1;4;2;"hcm3^^scl084335^scl084335.1_29^exon_400^-18.1^301^84335";"vh042313";310
1;5;2;"hcm3^^scl0388531^scl0388531.1_56^exon_400^-18.6^274^388531";"vh042325";215
1;6;2;"hcm3^^scl0254085^scl0254085.1_87^exon_400^-19.3^243^439940";"vh042409";224
1;7;2;"hcm3^^scl060481^scl060481.1_8^exon_400^-19.3^322^60481";"vh042421";192
1;8;2;"hcm3^^scl42323^scl42323.33_434^exon_800^-19.5^296^9147";"vh042505";179
1;9;2;"hcm3^^scl51680^scl51680.16_92^exon_800^-19.6^638^147409";"vh042517";156
1;10;2;"hcm3^^scl26054^scl26054.14_564^exon_800^-19.7^166^55975";"vh042601";184
1;11;2;"hcm3^^scl5505^scl5505.3.1_62^island_800^-19.7^669^84144";"vh042613";434
1;12;2;"hcm3^^scl49847^scl49847.13_202^exon_800^-19.9^528^10513";"vh042697";125
1;13;2;"hcm3^^scl9090^scl9090.9.1_261^island_400^-19.9^70^151531";"vh042709";132
1;14;2;"hcm3^^scl5518^scl5518.12_183^exon_800^-20^547^10026";"vh042793";129
1;15;2;"hcm3^^scl00000140911^scl00000140911.1_46^exon_400^-20^284^140911";"vh042805";111
1;16;2;"hcm3^^scl090550^scl090550.8_294^exon_400^-20^36^90550";"vh042889";124
1;17;2;"hcm3^^scl00114826^scl00114826.1_126^exon_400^-20.1^204^114826";"vh042901";155
1;18;2;"hcm3^^scl22004^scl22004.9_435^exon_800^-20.1^295^7101";"vh042985";122
1;19;2;"hcm3^^scl0084832^scl0084832.1_25^exon_400^-20.1^305^84832";"vh042997";122
1;20;2;"hcm3^^scl0000054769^scl0000054769.1_258^exon_400^-20.2^72^54769";"vh043081";126
1;21;2;"hcm3^^scl0057511^scl0057511.1_303^exon_400^-20.2^27^57511";"vh043093";134
1;22;2;"hcm3^^scl022841^scl022841.1_279^exon_400^-20.3^51^22841";"vh043177";113
1;23;2;"hcm3^^scl000002595^scl000002595.1_311^exon_400^-20.3^19^2595";"vh043189";108
1;24;2;"hcm3^^scl08898^scl08898.1_82^exon_1400^-20.3^1248^8898";"vh043273";132
1;25;2;"hcm3^^scl18384^scl18384.36.1_90^island_600^-20.3^441^9631";"vh043285";114
1;26;2;"hcm3^^scl5113^scl5113.12_45^exon_800^-20.4^685^360023";"vh043369";125
1;27;2;"hcm3^^scl00000389370^scl00000389370.1_326^exon_400^-20.4^4^389370";"vh043381";106
1;28;2;"hcm3^^scl007341^scl007341.1_78^exon_400^-20.4^252^7341";"vh043465";113
1;29;2;"hcm3^^scl18731^scl18731.94.1_16^island_400^-20.4^315^84059";"vh043477";81
1;30;2;"hcm3^^scl00000221584^scl00000221584.1_43^exon_600^-20.5^487^221584";"vh043561";97
1;1;3;"hcm3^^scl15598^scl15598.9_48^exon_800^-20.5^682^2557";"vh043573";315
1;2;3;"hcm3^^scl9149^scl9149.26_5^exon_800^-20.5^725^57669";"vh043657";262
1;3;3;"hcm3^^scl4161^scl4161.16_11^exon_800^-20.5^719^6646";"vh043669";199
1;4;3;"hcm3^^scl5022^scl5022.17_592^exon_800^-20.6^138^2104";"vh043753";215
1;5;3;"hcm3^^scl023012^scl023012.14_176^exon_400^-20.6^154^23012";"vh043765";188
1;6;3;"hcm3^^scl05509^scl05509.1_96^exon_400^-20.6^234^5509";"vh043849";207
1;7;3;"hcm3^^scl0056123^scl0056123.1_200^exon_400^-20.6^130^56123";"vh043861";177
1;8;3;"hcm3^^scl000009885^scl000009885.1_208^exon_400^-20.6^122^9885";"vh043945";567
1;9;3;"hcm3^^scl0010659^scl0010659.1_104^exon_400^-20.7^226^10659";"vh043957";211
1;10;3;"hcm3^^scl000002635^scl000002635.1_120^exon_400^-20.7^210^2635";"vh044041";249
1;11;3;"hcm3^^scl00285147^scl00285147.1_72^exon_400^-20.7^258^285147";"vh044053";298
1;12;3;"hcm3^^scl057465^scl057465.4_0^exon_2400^-20.7^2330^57465";"vh044137";236
1;13;3;"hcm3^^scl61514^scl61514.8.1_218^island_400^-20.7^113^60401";"vh044149";96
1;14;3;"hcm3^^scl9694^scl9694.55_198^exon_800^-20.8^532^1290";"vh044233";133
1;15;3;"hcm3^^scl0144108^scl0144108.2_1^exon_800^-20.8^757^144108";"vh044245";208
1;16;3;"hcm3^^scl00345778^scl00345778.1_65^exon_400^-20.8^265^345778";"vh044329";117
1;17;3;"hcm3^^scl0387640^scl0387640.1_204^exon_400^-20.8^126^387640";"vh044341";115
1;18;3;"hcm3^^scl25731^scl25731.32_133^exon_800^-20.8^597^5803";"vh044425";115
1;19;3;"hcm3^^scl065217^scl065217.1_96^exon_400^-20.8^234^65217";"vh044437";93
1;20;3;"hcm3^^scl00114815^scl00114815.1_103^exon_400^-20.9^227^114815";"vh044521";113
1;21;3;"hcm3^^scl00000133874^scl00000133874.1_271^exon_400^-20.9^59^133874";"vh044533";107
1;22;3;"hcm3^^scl32608^scl32608.2_194^exon_800^-20.9^536^3433";"vh044617";791
1;23;3;"hcm3^^scl00000387647^scl00000387647.1_147^exon_400^-20.9^183^387647";"vh044629";134
1;24;3;"hcm3^^scl064789^scl064789.4_22^exon_600^-20.9^511^64789";"vh044713";108
1;25;3;"hcm3^^scl44654^scl44654.22_134^exon_800^-20.9^596^7057";"vh044725";130
1;26;3;"hcm3^^scl9036^scl9036.13.1_6^island_400^-21^423^10651";"vh044809";146
1;27;3;"hcm3^^scl0122769^scl0122769.3_22^exon_400^-21^308^122769";"vh044821";148
1;28;3;"hcm3^^scl22133^scl22133.13_659^exon_800^-21^71^23506";"vh044905";139
1;29;3;"hcm3^^scl0026115^scl0026115.1_313^exon_400^-21^17^26115";"vh044917";146
1;30;3;"hcm3^^scl15339^scl15339.10_263^exon_800^-21^467^50859";"vh045001";83
1;1;4;"hcm3^^scl18804^scl18804.19_593^exon_800^-21^137^5295";"vh045013";382
1;2;4;"hcm3^^scl0079054^scl0079054.1_292^exon_400^-21^38^79054";"vh045097";230
1;3;4;"hcm3^^scl0000081439^scl0000081439.1_39^exon_600^-21^491^81439";"vh045109";214
1;4;4;"hcm3^^scl44700^scl44700.6_324^exon_800^-21.1^406^140460";"vh045193";203
1;5;4;"hcm3^^scl25926^scl25926.3_185^exon_1000^-21.1^745^154807";"vh045205";162
1;6;4;"hcm3^^scl16014^scl16014.9_24^exon_800^-21.1^706^3093";"vh045289";183
1;7;4;"hcm3^^scl00387335^scl00387335.1_100^exon_600^-21.1^430^387335";"vh045301";168
1;8;4;"hcm3^^scl15719^scl15719.30_138^exon_800^-21.1^592^60684";"vh045385";161
1;9;4;"hcm3^^scl18823^scl18823.16_303^exon_800^-21.1^427^65056";"vh045397";258
1;10;4;"hcm3^^scl00000114112^scl00000114112.1_292^exon_400^-21.2^38^114112";"vh045481";194
1;11;4;"hcm3^^scl001314^scl001314.1_301^exon_400^-21.2^29^1314";"vh045493";689
1;12;4;"hcm3^^scl30398^scl30398.24_554^exon_800^-21.2^176^2800";"vh045577";102
1;13;4;"hcm3^^scl00285797^scl00285797.1_306^exon_400^-21.2^24^401282";"vh045589";97
1;14;4;"hcm3^^scl12904^scl12904.12_267^exon_800^-21.2^463^54870";"vh045673";144
1;15;4;"hcm3^^scl51600^scl51600.10.2221_11^island_400^-21.2^260^55628";"vh045685";111
1;16;4;"hcm3^^scl08564^scl08564.15_89^exon_3200^-21.2^3041^8564";"vh045769";107
1;17;4;"hcm3^^scl09287^scl09287.1_135^exon_400^-21.2^195^9287";"vh045781";107
1;18;4;"hcm3^^scl30668^scl30668.22.1_93^island_600^-21.3^438^158219";"vh045865";126
1;19;4;"hcm3^^scl01958^scl01958.4_148^exon_400^-21.3^182^1958";"vh045877";135
1;20;4;"hcm3^^scl000003836^scl000003836.1_279^exon_400^-21.3^51^3836";"vh045961";161
1;21;4;"hcm3^^scl00000389289^scl00000389289.1_157^exon_400^-21.3^173^389289";"vh045973";125
1;22;4;"hcm3^^scl4022^scl4022.10_387^exon_800^-21.3^343^64757";"vh046057";137
1;23;4;"hcm3^^scl15618^scl15618.4_623^exon_800^-21.3^107^7096";"vh046069";124
1;24;4;"hcm3^^scl4876^scl4876.5_229^exon_800^-21.4^501^10218";"vh046153";119
1;25;4;"hcm3^^scl0010926^scl0010926.1_158^exon_400^-21.4^172^10926";"vh046165";112
1;26;4;"hcm3^^scl023708^scl023708.1_284^exon_400^-21.4^46^23708";"vh046249";231
1;27;4;"hcm3^^scl00000260339^scl00000260339.1_42^exon_600^-21.4^488^260339";"vh046261";85
1;28;4;"hcm3^^scl00000440725^scl00000440725.1_327^exon_400^-21.4^3^440725";"vh046345";124
1;29;4;"hcm3^^scl00000442654^scl00000442654.1_226^exon_400^-21.4^104^442654";"vh046357";113
1;30;4;"hcm3^^scl54719^scl54719.4_408^exon_800^-21.4^322^79177";"vh046441";120
1;1;5;"hcm3^^scl0081871^scl0081871.1_106^exon_400^-21.4^224^81871";"vh046453";278
1;2;5;"hcm3^^scl00000129881^scl00000129881.1_292^exon_400^-21.5^38^129881";"vh046537";265
1;3;5;"hcm3^^scl35553^scl35553.10_34^exon_800^-21.5^696^143888";"vh046549";226
1;4;5;"hcm3^^scl0285705^scl0285705.1_273^exon_400^-21.5^57^285704";"vh046633";248
1;5;5;"hcm3^^scl22276^scl22276.4.1_21^island_400^-21.5^310^3017";"vh046645";207
1;6;5;"hcm3^^scl4579^scl4579.31.1_118^island_400^-21.5^202^55277";"vh046729";169
1;7;5;"hcm3^^scl05591^scl05591.1_43^exon_1000^-21.5^887^5591";"vh046741";176
1;8;5;"hcm3^^scl079827^scl079827.1_90^exon_400^-21.5^240^79827";"vh046825";168
1;9;5;"hcm3^^scl0000080816^scl0000080816.1_26^exon_400^-21.5^304^80816";"vh046837";156
1;10;5;"hcm3^^scl0011056^scl0011056.1_53^exon_400^-21.6^277^11056";"vh046921";213
1;11;5;"hcm3^^scl00120114^scl00120114.1_36^exon_400^-21.6^294^120114";"vh046933";495
1;12;5;"hcm3^^scl023418^scl023418.12_238^exon_400^-21.6^92^23418";"vh047017";128
1;13;5;"hcm3^^scl00256435^scl00256435.1_238^exon_400^-21.6^92^256435";"vh047029";92
1;14;5;"hcm3^^scl00000402506^scl00000402506.1_248^exon_400^-21.6^82^402506";"vh047113";142
1;15;5;"hcm3^^scl00000442464^scl00000442464.1_133^exon_400^-21.6^197^442464";"vh047125";139
1;16;5;"hcm3^^scl22465^scl22465.23.1_59^island_400^-21.6^272^79632";"vh047209";93
1;17;5;"hcm3^^scl00801^scl00801.1_43^exon_400^-21.6^287^801";"vh047221";274
1;18;5;"hcm3^^scl42387^scl42387.6_291^exon_800^-21.7^439^10278";"vh047305";108
1;19;5;"hcm3^^scl0010944^scl0010944.1_243^exon_400^-21.7^87^10944";"vh047317";115
1;20;5;"hcm3^^scl25675^scl25675.44.1_62^island_600^-21.7^407^23165";"vh047401";117
1;21;5;"hcm3^^scl8856^scl8856.11_192^exon_800^-21.7^538^23677";"vh047413";94
1;22;5;"hcm3^^scl00000388227^scl00000388227.1_330^exon_400^-21.7^0^388227";"vh047497";143
1;23;5;"hcm3^^scl00000401398^scl00000401398.1_288^exon_400^-21.7^42^401398";"vh047509";112
1;24;5;"hcm3^^scl30427^scl30427.4.1_21^island_400^-21.7^245^58483";"vh047593";100
1;25;5;"hcm3^^scl32882^scl32882.6_47^exon_800^-21.7^683^64376";"vh047605";114
1;26;5;"hcm3^^scl61433^scl61433.10_501^exon_800^-21.7^229^9949";"vh047689";118
1;27;5;"hcm3^^scl42579^scl42579.24_253^exon_800^-21.8^477^10243";"vh047701";88
1;28;5;"hcm3^^scl40579^scl40579.14_128^exon_800^-21.8^602^23111";"vh047785";95
1;29;5;"hcm3^^scl32857^scl32857.9.1_113^island_400^-21.8^218^255352";"vh047797";132
1;30;5;"hcm3^^scl13169^scl13169.2_28^exon_800^-21.8^730^4154";"vh047881";165
1;1;6;"hcm3^^scl04690^scl04690.4_319^exon_400^-21.8^11^4690";"vh047893";301
1;2;6;"hcm3^^scl12713^scl12713.12_5^exon_800^-21.8^112^64770";"vh047977";244
1;3;6;"hcm3^^scl30416^scl30416.8_691^exon_800^-21.8^39^7185";"vh047989";249
1;4;6;"hcm3^^scl55787^scl55787.3_380^exon_800^-21.9^350^10172";"vh048073";175
1;5;6;"hcm3^^scl0112487^scl0112487.1_0^exon_1000^-21.9^982^112487";"vh048085";174
1;6;6;"hcm3^^scl0023633^scl0023633.1_82^exon_400^-21.9^248^23633";"vh048169";704
1;7;6;"hcm3^^scl5302^scl5302.8_319^exon_800^-21.9^411^25912";"vh048181";308
1;8;6;"hcm3^^scl004289^scl004289.1_286^exon_400^-21.9^44^4289";"vh048265";287
1;9;6;"hcm3^^scl10132^scl10132.41_26^exon_1000^-21.9^941^50618";"vh048277";275
1;10;6;"hcm3^^scl15313^scl15313.8.1_43^island_400^-21.9^288^7424";"vh048361";265
1;11;6;"hcm3^^scl0079158^scl0079158.1_206^exon_400^-21.9^124^79158";"vh048373";503
1;12;6;"hcm3^^scl010714^scl010714.12_210^exon_400^-22^120^10714";"vh048457";156
1;13;6;"hcm3^^scl18821^scl18821.9.1_97^island_400^-22^234^115827";"vh048469";147
1;14;6;"hcm3^^scl026263^scl026263.6_50^exon_3000^-22^2880^26263";"vh048553";265
1;15;6;"hcm3^^scl00000283592^scl00000283592.1_180^exon_600^-22^350^283592";"vh048565";141
1;16;6;"hcm3^^scl00000442003^scl00000442003.1_183^exon_400^-22^147^442003";"vh048649";141
1;17;6;"hcm3^^scl28182^scl28182.18.1_32^island_400^-22^299^5150";"vh048661";168
1;18;6;"hcm3^^scl35838^scl35838.8_496^exon_800^-22^234^7189";"vh048745";102
1;19;6;"hcm3^^scl18254^scl18254.27.1_5^island_800^-22^754^79772";"vh048757";99
1;20;6;"hcm3^^scl0118672^scl0118672.7_127^exon_400^-22.1^22^118672";"vh048841";223
1;21;6;"hcm3^^scl15988^scl15988.13_560^exon_800^-22.1^170^132671";"vh048853";122
1;22;6;"hcm3^^scl36409^scl36409.13_628^exon_800^-22.1^102^26298";"vh048937";119
1;23;6;"hcm3^^scl00000283852^scl00000283852.1_227^exon_400^-22.1^103^283852";"vh048949";110
1;24;6;"hcm3^^scl050636^scl050636.5_29^exon_400^-22.1^301^50636";"vh049033";101
1;25;6;"hcm3^^scl051604^scl051604.12_320^exon_400^-22.1^10^51604";"vh049045";280
1;26;6;"hcm3^^scl07164^scl07164.4_11^exon_1000^-22.1^931^7164";"vh049129";114
1;27;6;"hcm3^^scl55783^scl55783.6_62^exon_800^-22.1^668^79673";"vh049141";257
1;28;6;"hcm3^^scl0120196^scl0120196.1_117^exon_400^-22.2^213^120196";"vh049225";92
1;29;6;"hcm3^^scl9661^scl9661.7_334^exon_800^-22.2^396^129450";"vh049237";130
1;30;6;"hcm3^^scl027197^scl027197.3_23^exon_1000^-22.2^907^27197";"vh049321";88
1;1;7;"hcm3^^scl00000284260^scl00000284260.1_317^exon_400^-22.2^13^284260";"vh049333";340
1;2;7;"hcm3^^scl49860^scl49860.27.1_200^island_400^-22.2^83^4591";"vh049417";227
1;3;7;"hcm3^^scl051286^scl051286.1_115^exon_400^-22.2^215^51286";"vh049429";226
1;4;7;"hcm3^^scl000006629^scl000006629.1_199^exon_400^-22.2^131^6629";"vh049513";235
1;5;7;"hcm3^^scl28359^scl28359.4_495^exon_800^-22.2^235^7564";"vh049525";173
1;6;7;"hcm3^^scl35666^scl35666.3_503^exon_800^-22.2^227^9965";"vh049609";165
1;7;7;"hcm3^^scl010625^scl010625.3_6^exon_1400^-22.3^1386^10625";"vh049621";389
1;8;7;"hcm3^^scl9528^scl9528.20.1_18^island_400^-22.3^345^23178";"vh049705";218
1;9;7;"hcm3^^scl15904^scl15904.6.1_0^island_400^-22.3^251^255119";"vh049717";205
1;10;7;"hcm3^^scl00000400793^scl00000400793.1_315^exon_400^-22.3^15^400793";"vh049801";186
1;11;7;"hcm3^^scl00000441348^scl00000441348.1_29^exon_400^-22.3^301^441348";"vh049813";426
1;12;7;"hcm3^^scl25437^scl25437.6_118^exon_800^-22.3^612^6424";"vh049897";124
1;13;7;"hcm3^^scl61428^scl61428.11.1_109^island_400^-22.3^222^7224";"vh049909";104
1;14;7;"hcm3^^scl36456^scl36456.16_8^exon_800^-22.4^722^10418";"vh049993";127
1;15;7;"hcm3^^scl00112479^scl00112479.1_111^exon_400^-22.4^219^112479";"vh050005";138
1;16;7;"hcm3^^scl023516^scl023516.9_28^exon_400^-22.4^302^23516";"vh050089";153
1;17;7;"hcm3^^scl21877^scl21877.32.1_238^island_400^-22.4^34^26230";"vh050101";106
1;18;7;"hcm3^^scl00000441044^scl00000441044.1_79^exon_400^-22.4^222^441044";"vh050185";81
1;19;7;"hcm3^^scl00493^scl00493.1_17^exon_400^-22.4^313^493";"vh050197";259
1;20;7;"hcm3^^scl15593^scl15593.15.1_231^island_400^-22.4^100^7294";"vh050281";183
1;21;7;"hcm3^^scl28231^scl28231.6.1_322^island_400^-22.4^9^79698";"vh050293";100
1;22;7;"hcm3^^scl010670^scl010670.1_287^exon_400^-22.5^43^10670";"vh050377";137
1;23;7;"hcm3^^scl22016^scl22016.14.1_24^island_400^-22.5^402^114792";"vh050389";87
1;24;7;"hcm3^^scl13607^scl13607.23.1_35^island_400^-22.5^200^27255";"vh050473";105
1;25;7;"hcm3^^scl00286749^scl00286749.1_2^exon_400^-22.5^328^286749";"vh050485";111
1;26;7;"hcm3^^scl39664^scl39664.7_312^exon_800^-22.5^418^51267";"vh050569";111
1;27;7;"hcm3^^scl054737^scl054737.12_69^exon_1600^-22.5^1461^54737";"vh050581";145
1;28;7;"hcm3^^scl000008106^scl000008106.1_13^exon_2000^-22.5^1917^8106";"vh050665";127
1;29;7;"hcm3^^scl084227^scl084227.8_128^exon_400^-22.5^202^84227";"vh050677";126
1;30;7;"hcm3^^scl15588^scl15588.9.1_11^island_400^-22.6^322^132299";"vh050761";213
1;1;8;"hcm3^^scl00150000^scl00150000.1_38^exon_400^-22.6^292^150000";"vh050773";292
1;2;8;"hcm3^^scl00338596^scl00338596.1_217^exon_400^-22.6^113^338596";"vh050857";274
1;3;8;"hcm3^^scl03566^scl03566.11_279^exon_400^-22.6^51^3566";"vh050869";915
1;4;8;"hcm3^^scl55263^scl55263.6.1_19^island_400^-22.6^312^55554";"vh050953";161
1;5;8;"hcm3^^scl32521^scl32521.12.1_251^island_400^-22.6^80^57412";"vh050965";196
1;6;8;"hcm3^^scl13463^scl13463.10_156^exon_800^-22.6^574^8994";"vh051049";171
1;7;8;"hcm3^^scl55363^scl55363.7.1_106^island_800^-22.6^625^9310";"vh051061";128
1;8;8;"hcm3^^scl4362^scl4362.7_88^exon_800^-22.7^642^2209";"vh051145";239
1;9;8;"hcm3^^scl023515^scl023515.1_49^exon_2000^-22.7^1881^23515";"vh051157";247
1;10;8;"hcm3^^scl00000389072^scl00000389072.1_118^exon_1000^-22.7^812^389072";"vh051241";328
1;11;8;"hcm3^^scl04043^scl04043.1_281^exon_400^-22.7^49^4043";"vh051253";333
1;12;8;"hcm3^^scl44235^scl44235.10_295^exon_800^-22.7^435^64864";"vh051337";107
1;13;8;"hcm3^^scl07336^scl07336.4_6^exon_400^-22.7^349^7336";"vh051349";150
1;14;8;"hcm3^^scl54860^scl54860.3_247^exon_800^-22.8^399^1054";"vh051433";129
1;15;8;"hcm3^^scl0114880^scl0114880.22_96^exon_600^-22.8^434^114880";"vh051445";129
1;16;8;"hcm3^^scl39488^scl39488.7_146^exon_800^-22.8^584^23468";"vh051529";139
1;17;8;"hcm3^^scl0257202^scl0257202.1_313^exon_400^-22.8^17^257202";"vh051541";98
1;18;8;"hcm3^^scl00000440282^scl00000440282.1_166^exon_400^-22.8^164^440282";"vh051625";234
1;19;8;"hcm3^^scl04848^scl04848.14_30^exon_1200^-22.8^1100^4848";"vh051637";208
1;20;8;"hcm3^^scl064129^scl064129.12_328^exon_400^-22.8^2^64129";"vh051721";90
1;21;8;"hcm3^^scl000006706^scl000006706.1_205^exon_400^-22.8^125^6706";"vh051733";112
1;22;8;"hcm3^^scl55569^scl55569.4_327^exon_800^-22.9^403^114770";"vh051817";174
1;23;8;"hcm3^^scl4595^scl4595.5_60^exon_1600^-22.9^1470^127428";"vh051829";134
1;24;8;"hcm3^^scl0284071^scl0284071.1_8^exon_2000^-22.9^1922^284071";"vh051913";115
1;25;8;"hcm3^^scl00286362^scl00286362.1_44^exon_400^-22.9^286^286362";"vh051925";126
1;26;8;"hcm3^^scl39520^scl39520.11.1_93^island_400^-22.9^238^5463";"vh052009";136
1;27;8;"hcm3^^scl055501^scl055501.2_76^exon_400^-22.9^254^55501";"vh052021";138
1;28;8;"hcm3^^scl55324^scl55324.13.1_269^island_400^-22.9^62^84215";"vh052105";99
1;29;8;"hcm3^^scl08573^scl08573.1_16^exon_400^-22.9^384^8573";"vh052117";119
1;30;8;"hcm3^^scl00000162073^scl00000162073.1_132^exon_400^-23^198^162073";"vh052201";136
1;1;9;"hcm3^^scl02017^scl02017.19_236^exon_400^-23^94^2017";"vh052213";325
1;2;9;"hcm3^^scl25864^scl25864.6.1_3^island_400^-23^328^2913";"vh052297";295
1;3;9;"hcm3^^scl55674^scl55674.9.1_128^island_400^-23^203^339390";"vh052309";186
1;4;9;"hcm3^^scl0054793^scl0054793.1_219^exon_400^-23^111^54793";"vh052393";175
1;5;9;"hcm3^^scl055737^scl055737.1_26^exon_600^-23^537^55737";"vh052405";171
1;6;9;"hcm3^^scl47078^scl47078.3_68^exon_1200^-23^1062^8996";"vh052489";151
1;7;9;"hcm3^^scl0000092196^scl0000092196.1_165^exon_400^-23^165^92196";"vh052501";127
1;8;9;"hcm3^^scl33142^scl33142.15_570^exon_800^-23.1^160^221002";"vh052585";181
1;9;9;"hcm3^^scl022868^scl022868.11_110^exon_800^-23.1^620^22868";"vh052597";189
1;10;9;"hcm3^^scl00000347169^scl00000347169.1_290^exon_400^-23.1^40^347169";"vh052681";151
1;11;9;"hcm3^^scl00000387104^scl00000387104.1_299^exon_400^-23.1^31^387104";"vh052693";287
1;12;9;"hcm3^^scl0056109^scl0056109.1_305^exon_400^-23.1^25^56109";"vh052777";117
1;13;9;"hcm3^^scl4237^scl4237.6_470^exon_800^-23.1^260^57823";"vh052789";217
1;14;9;"hcm3^^scl000009584^scl000009584.1_98^exon_2600^-23.1^2432^9584";"vh052873";319
1;15;9;"hcm3^^scl25972^scl25972.4_550^exon_800^-23.2^180^10268";"vh052885";98
1;16;9;"hcm3^^scl025782^scl025782.1_6^exon_400^-23.2^324^25782";"vh052969";192
1;17;9;"hcm3^^scl22557^scl22557.7.2079_25^island_1200^-23.2^1141^27145";"vh052981";141
1;18;9;"hcm3^^scl00000442624^scl00000442624.1_82^exon_400^-23.2^248^442624";"vh053065";92
1;19;9;"hcm3^^scl61397^scl61397.12_4^exon_800^-23.2^726^51114";"vh053077";86
1;20;9;"hcm3^^scl44271^scl44271.8.1_53^island_600^-23.2^436^7782";"vh053161";97
1;21;9;"hcm3^^scl0079882^scl0079882.1_209^exon_400^-23.2^121^79882";"vh053173";116
1;22;9;"hcm3^^scl00000126772^scl00000126772.1_324^exon_400^-23.3^6^126772";"vh053257";108
1;23;9;"hcm3^^scl0140831^scl0140831.2_257^exon_400^-23.3^73^140831";"vh053269";102
1;24;9;"hcm3^^scl02741^scl02741.2_16^exon_400^-23.3^371^2741";"vh053353";105
1;25;9;"hcm3^^scl00284926^scl00284926.1_66^exon_1400^-23.3^1264^284926";"vh053365";216
1;26;9;"hcm3^^scl04629^scl04629.3_23^exon_400^-23.3^307^4629";"vh053449";117
1;27;9;"hcm3^^scl57133^scl57133.15_230^exon_800^-23.3^500^51340";"vh053461";136
1;28;9;"hcm3^^scl4145^scl4145.18.1_14^island_600^-23.3^517^80896";"vh053545";150
1;29;9;"hcm3^^scl084226^scl084226.1_107^exon_400^-23.3^223^84226";"vh053557";113
1;30;9;"hcm3^^scl59297^scl59297.3_0^exon_800^-23.4^818^140606";"vh053641";174
1;1;10;"hcm3^^scl55179^scl55179.6.1_28^island_400^-23.4^180^147948";"vh053653";286
